Season,Age,Tm,Lg,Player,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Hand,Height,Weight,Clg,DraftRk,Exp,player_url
2004-05,23,BOS,NBA,Tony Allen,77,34,1262,14.7,.080,.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,106,104,1.2,1.6,2.7,.103,-0.7,0.6,-0.1,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,0,/players/a/allento01.html
2005-06,24,BOS,NBA,Tony Allen,51,9,978,12.9,.124,.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,103,106,0.6,1.0,1.7,.082,-1.6,0.2,-1.4,0.2,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,1,/players/a/allento01.html
2006-07,25,BOS,NBA,Tony Allen,33,18,805,17.0,.127,.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,105,104,0.8,1.1,1.9,.111,0.0,1.1,1.1,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,2,/players/a/allento01.html
2007-08,26,BOS,NBA,Tony Allen,75,11,1373,10.7,.147,.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,98,99,-0.1,2.8,2.7,.093,-3.2,1.8,-1.4,0.2,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,3,/players/a/allento01.html
2008-09,27,BOS,NBA,Tony Allen,46,2,887,12.9,.095,.384,3.2,10.7,7.1,12.0,3.2,2.1,18.8,21.5,98,100,-0.2,1.8,1.6,.085,-2.7,2.5,-0.3,0.4,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,4,/players/a/allento01.html
2009-10,28,BOS,NBA,Tony Allen,54,8,889,14.2,.020,.470,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,101,101,0.2,1.6,1.9,.100,-1.8,2.6,0.8,0.6,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,5,/players/a/allento01.html
2010-11,29,MEM,NBA,Tony Allen,72,31,1494,18.3,.047,.370,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,110,101,2.0,2.7,4.7,.152,0.7,2.9,3.6,2.1,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,6,/players/a/allento01.html
2011-12,30,MEM,NBA,Tony Allen,58,57,1525,15.7,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,106,100,1.7,2.5,4.2,.131,0.0,2.5,2.5,1.7,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,7,/players/a/allento01.html
2012-13,31,MEM,NBA,Tony Allen,79,79,2109,13.2,.038,.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,102,98,1.0,4.1,5.1,.115,-1.6,2.9,1.3,1.8,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,8,/players/a/allento01.html
2013-14,32,MEM,NBA,Tony Allen,55,28,1278,15.6,.114,.293,7.3,12.0,9.6,11.7,3.8,1.2,16.2,20.1,102,101,0.5,2.1,2.7,.100,-0.1,2.4,2.3,1.4,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,9,/players/a/allento01.html
2014-15,33,MEM,NBA,Tony Allen,63,41,1648,14.6,.064,.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,103,98,0.9,3.2,4.1,.119,-0.4,3.7,3.3,2.2,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,10,/players/a/allento01.html
2015-16,34,MEM,NBA,Tony Allen,64,57,1620,12.9,.090,.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,101,105,0.5,1.9,2.4,.072,-1.5,1.4,-0.1,0.8,SGPG,Right,6.333333333333333,213.0,Oklahoma State University,25,11,/players/a/allento01.html
2007-08,26,CLE,NBA,Lance Allred,3,0,10,-1.0,.000,.500,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,72,112,0.0,0.0,0.0,-.125,-12.6,-7.1,-19.7,0.0,C,Right,6.083333333333333,250.0,Weber State University,61,0,/players/a/allrela01.html
2007-08,22,UTA,NBA,Morris Almond,9,0,39,2.0,.267,.400,0.0,6.2,3.1,10.5,1.3,0.0,10.2,22.5,81,111,-0.1,0.0,-0.1,-.081,-6.9,-4.0,-11.0,-0.1,SG,Right,6.5,225.0,Rice University,25,0,/players/a/almonmo01.html
2008-09,23,UTA,NBA,Morris Almond,25,1,255,7.3,.210,.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,94,110,-0.1,0.2,0.1,.010,-4.7,-2.1,-6.8,-0.3,SG,Right,6.5,225.0,Rice University,25,1,/players/a/almonmo01.html
2011-12,26,WAS,NBA,Morris Almond,4,0,67,8.7,.176,.176,1.7,11.9,6.7,4.4,5.4,0.0,5.2,12.9,85,101,-0.1,0.1,0.0,.032,-3.8,1.8,-2.0,0.0,SG,Right,6.5,225.0,Rice University,25,4,/players/a/almonmo01.html
2004-05,28,TOR,NBA,Rafer Alston,80,78,2717,16.5,.399,.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,108,109,3.8,1.7,5.5,.098,2.6,-1.2,1.5,2.4,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,5,/players/a/alstora01.html
2005-06,29,HOU,NBA,Rafer Alston,63,63,2431,12.6,.423,.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,99,104,0.2,3.1,3.4,.067,0.1,0.7,0.8,1.7,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,6,/players/a/alstora01.html
2006-07,30,HOU,NBA,Rafer Alston,82,82,3040,12.9,.519,.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,103,102,1.7,4.9,6.6,.104,0.4,0.9,1.3,2.5,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,7,/players/a/alstora01.html
2007-08,31,HOU,NBA,Rafer Alston,74,74,2526,13.2,.440,.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,102,103,1.0,4.0,5.0,.095,0.2,0.7,1.0,1.9,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,8,/players/a/alstora01.html
2008-09,32,TOT,NBA,Rafer Alston,77,76,2447,13.8,.404,.254,1.6,8.8,5.3,27.0,2.3,0.3,13.3,19.9,105,104,1.7,3.7,5.3,.104,0.4,0.6,1.0,1.9,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,9,/players/a/alstora01.html
2009-10,33,TOT,NBA,Rafer Alston,52,38,1421,8.2,.377,.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,89,109,-1.6,1.2,-0.4,-.013,-2.9,-0.8,-3.7,-0.6,PG,Right,6.166666666666667,171.0,"California State University, Fresno",39,10,/players/a/alstora01.html
2010-11,20,LAC,NBA,Al-Farouq Aminu,81,14,1452,9.6,.352,.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,94,108,-0.8,1.4,0.7,.022,-3.1,0.1,-3.0,-0.4,SF,Right,6.75,220.0,Wake Forest University,8,0,/players/a/aminual01.html
2011-12,21,NOH,NBA,Al-Farouq Aminu,66,21,1477,10.6,.129,.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,93,103,-0.4,1.8,1.4,.044,-3.0,1.6,-1.3,0.2,SF,Right,6.75,220.0,Wake Forest University,8,1,/players/a/aminual01.html
2012-13,22,NOH,NBA,Al-Farouq Aminu,76,71,2066,13.7,.040,.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,101,105,0.7,2.4,3.1,.073,-2.0,2.4,0.4,1.3,SF,Right,6.75,220.0,Wake Forest University,8,2,/players/a/aminual01.html
2013-14,23,NOP,NBA,Al-Farouq Aminu,80,65,2045,13.2,.097,.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,105,108,1.3,1.8,3.1,.072,-1.4,1.0,-0.3,0.9,SF,Right,6.75,220.0,Wake Forest University,8,3,/players/a/aminual01.html
2014-15,24,DAL,NBA,Al-Farouq Aminu,74,3,1366,14.4,.347,.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,107,102,1.2,2.0,3.3,.115,-0.5,2.9,2.4,1.5,SF,Right,6.75,220.0,Wake Forest University,8,4,/players/a/aminual01.html
2015-16,25,POR,NBA,Al-Farouq Aminu,82,82,2341,12.7,.485,.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,105,107,1.7,2.3,4.0,.082,-0.4,0.7,0.2,1.3,SF,Right,6.75,220.0,Wake Forest University,8,5,/players/a/aminual01.html
2006-07,24,TOT,NBA,Lou Amundson,11,0,89,9.6,.000,.667,17.6,20.2,18.9,1.7,0.6,6.9,20.5,12.7,91,103,-0.1,0.1,0.1,.039,-5.5,1.4,-4.1,0.0,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,0,/players/a/amundlo01.html
2007-08,25,PHI,NBA,Lou Amundson,16,0,64,7.4,.000,.438,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,101,110,0.0,0.0,0.1,.043,-4.5,-4.3,-8.8,-0.1,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,1,/players/a/amundlo01.html
2008-09,26,PHO,NBA,Lou Amundson,76,0,1044,13.3,.004,.480,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,108,109,0.8,1.0,1.8,.082,-1.3,0.8,-0.5,0.4,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,2,/players/a/amundlo01.html
2009-10,27,PHO,NBA,Lou Amundson,79,0,1168,14.4,.004,.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,113,107,1.5,1.3,2.9,.118,-1.0,1.4,0.4,0.7,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,3,/players/a/amundlo01.html
2010-11,28,GSW,NBA,Lou Amundson,46,7,691,11.5,.000,.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,101,110,0.2,0.5,0.6,.044,-4.0,-0.9,-4.9,-0.5,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,4,/players/a/amundlo01.html
2011-12,29,IND,NBA,Lou Amundson,60,0,753,11.5,.000,.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,92,99,-0.3,1.3,1.0,.062,-3.9,1.2,-2.7,-0.1,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,5,/players/a/amundlo01.html
2012-13,30,TOT,NBA,Lou Amundson,39,0,372,9.3,.000,.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,89,105,-0.3,0.4,0.1,.019,-4.4,1.0,-3.3,-0.1,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,6,/players/a/amundlo01.html
2013-14,31,TOT,NBA,Lou Amundson,19,0,185,9.1,.000,.750,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,91,105,-0.1,0.2,0.1,.024,-3.4,2.1,-1.3,0.0,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,7,/players/a/amundlo01.html
2014-15,32,TOT,NBA,Lou Amundson,53,35,937,11.8,.004,.341,11.3,22.0,16.5,12.2,1.2,4.6,17.5,17.4,92,106,-0.6,0.9,0.3,.017,-4.0,2.0,-2.0,0.0,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,8,/players/a/amundlo01.html
2015-16,33,NYK,NBA,Lou Amundson,29,0,204,6.7,.000,.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,87,106,-0.3,0.2,-0.1,-.014,-5.3,0.4,-5.0,-0.2,PF,Right,6.75,220.0,"University of Nevada, Las Vegas",61,9,/players/a/amundlo01.html
2004-05,26,NOH,NBA,Chris Andersen,67,2,1430,18.5,.008,.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,116,104,2.7,1.8,4.5,.152,-1.1,2.4,1.2,1.2,CPF,Right,6.083333333333333,245.0,Blinn College,61,3,/players/a/anderch01.html
2005-06,27,NOK,NBA,Chris Andersen,32,2,570,14.1,.000,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,109,104,0.6,0.7,1.3,.112,-2.8,1.3,-1.5,0.1,CPF,Right,6.083333333333333,245.0,Blinn College,61,4,/players/a/anderch01.html
2007-08,29,NOH,NBA,Chris Andersen,5,0,34,6.1,.000,.571,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,78,101,-0.1,0.1,0.0,.012,-10.4,0.8,-9.6,-0.1,CPF,Right,6.083333333333333,245.0,Blinn College,61,6,/players/a/anderch01.html
2008-09,30,DEN,NBA,Chris Andersen,71,1,1460,18.1,.034,.620,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,120,101,2.5,2.8,5.4,.176,-1.2,4.6,3.4,2.0,CPF,Right,6.083333333333333,245.0,Blinn College,61,7,/players/a/anderch01.html
2009-10,31,DEN,NBA,Chris Andersen,76,0,1695,15.8,.012,.940,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,126,103,3.2,2.7,5.9,.166,-1.1,3.3,2.1,1.8,CPF,Right,6.083333333333333,245.0,Blinn College,61,8,/players/a/anderch01.html
2010-11,32,DEN,NBA,Chris Andersen,45,0,732,19.0,.007,.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,129,102,1.9,1.2,3.2,.207,0.2,3.1,3.3,1.0,CPF,Right,6.083333333333333,245.0,Blinn College,61,9,/players/a/anderch01.html
2011-12,33,DEN,NBA,Chris Andersen,32,1,486,18.9,.000,.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,119,99,1.0,0.8,1.9,.183,-1.2,2.6,1.4,0.4,CPF,Right,6.083333333333333,245.0,Blinn College,61,10,/players/a/anderch01.html
2012-13,34,MIA,NBA,Chris Andersen,42,0,624,17.4,.024,.756,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,125,100,1.6,1.1,2.7,.207,-0.6,1.8,1.2,0.5,CPF,Right,6.083333333333333,245.0,Blinn College,61,11,/players/a/anderch01.html
2013-14,35,MIA,NBA,Chris Andersen,72,0,1396,18.5,.044,.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,130,102,3.8,2.2,6.0,.205,0.1,1.5,1.6,1.3,CPF,Right,6.083333333333333,245.0,Blinn College,61,12,/players/a/anderch01.html
2014-15,36,MIA,NBA,Chris Andersen,60,20,1132,16.1,.063,.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,121,103,2.1,1.5,3.6,.151,-1.2,2.3,1.0,0.9,CPF,Right,6.083333333333333,245.0,Blinn College,61,13,/players/a/anderch01.html
2015-16,37,TOT,NBA,Chris Andersen,27,15,402,15.3,.194,.500,9.9,18.2,13.9,4.4,1.9,2.9,9.3,10.8,127,106,0.8,0.4,1.3,.149,-0.3,1.1,0.8,0.3,CPF,Right,6.083333333333333,245.0,Blinn College,61,14,/players/a/anderch01.html
2009-10,29,HOU,NBA,David Andersen,63,0,891,12.1,.229,.197,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,103,108,0.4,0.9,1.3,.070,-2.5,-1.3,-3.8,-0.4,PFC,Right,6.083333333333333,245.0,None,36,0,/players/a/anderda03.html
2010-11,30,TOT,NBA,David Andersen,40,0,373,10.9,.190,.182,6.4,21.0,13.6,5.6,0.7,2.0,14.4,19.1,97,108,-0.1,0.3,0.3,.032,-4.0,-1.3,-5.3,-0.3,PFC,Right,6.083333333333333,245.0,None,36,1,/players/a/anderda03.html
2005-06,23,CHA,NBA,Alan Anderson,36,7,564,10.4,.320,.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,101,111,0.2,0.3,0.4,.037,-1.9,-1.8,-3.7,-0.2,SGSF,Right,6.5,220.0,Michigan State University,61,0,/players/a/anderal01.html
2006-07,24,CHA,NBA,Alan Anderson,17,0,256,10.1,.247,.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,97,110,0.0,0.1,0.1,.024,-2.2,-1.8,-4.0,-0.1,SGSF,Right,6.5,220.0,Michigan State University,61,1,/players/a/anderal01.html
2011-12,29,TOR,NBA,Alan Anderson,17,12,461,8.7,.430,.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,99,110,0.1,0.2,0.3,.032,-1.2,-2.2,-3.4,-0.2,SGSF,Right,6.5,220.0,Michigan State University,61,6,/players/a/anderal01.html
2012-13,30,TOR,NBA,Alan Anderson,65,2,1495,12.6,.463,.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,101,110,0.8,0.8,1.6,.052,0.4,-2.4,-2.0,0.0,SGSF,Right,6.5,220.0,Michigan State University,61,7,/players/a/anderal01.html
2013-14,31,BRK,NBA,Alan Anderson,78,26,1773,9.5,.511,.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,103,111,0.8,0.9,1.7,.047,-0.8,-1.4,-2.2,-0.1,SGSF,Right,6.5,220.0,Michigan State University,61,8,/players/a/anderal01.html
2014-15,32,BRK,NBA,Alan Anderson,74,19,1744,10.6,.477,.230,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,109,109,1.7,1.1,2.7,.075,0.0,-0.5,-0.5,0.6,SGSF,Right,6.5,220.0,Michigan State University,61,9,/players/a/anderal01.html
2015-16,33,WAS,NBA,Alan Anderson,13,0,192,9.2,.627,.254,0.6,15.5,7.9,10.3,1.0,0.4,3.0,15.4,107,108,0.2,0.2,0.3,.078,-1.2,-1.7,-2.8,0.0,SGSF,Right,6.5,220.0,Michigan State University,61,10,/players/a/anderal01.html
2009-10,24,OKC,NBA,Antonio Anderson,1,0,15,-1.7,.000,.000,7.9,0.0,3.8,0.0,0.0,0.0,25.0,12.0,66,114,0.0,0.0,0.0,-.104,-8.2,-3.1,-11.4,0.0,SF,Right,6.5,215.0,University of Memphis,61,0,/players/a/anderan02.html
2004-05,30,POR,NBA,Derek Anderson,47,32,1239,11.7,.386,.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,103,111,0.7,0.6,1.3,.052,-0.3,-1.8,-2.1,0.0,SFSGPG,Right,6.416666666666667,194.0,University of Kentucky,13,7,/players/a/anderde01.html
2005-06,31,TOT,NBA,Derek Anderson,43,11,1047,10.8,.442,.366,2.4,13.3,8.0,15.7,1.2,0.5,13.3,18.2,102,106,0.5,1.1,1.6,.074,-1.2,-0.4,-1.5,0.1,SFSGPG,Right,6.416666666666667,194.0,University of Kentucky,13,8,/players/a/anderde01.html
2006-07,32,CHA,NBA,Derek Anderson,50,32,1190,13.7,.517,.361,2.8,8.6,5.6,17.6,2.3,0.5,14.1,15.1,116,109,2.0,0.9,2.9,.117,1.5,-0.4,1.0,0.9,SFSGPG,Right,6.416666666666667,194.0,University of Kentucky,13,9,/players/a/anderde01.html
2007-08,33,CHA,NBA,Derek Anderson,28,0,396,10.0,.416,.304,2.6,12.6,7.5,17.8,1.6,0.2,15.0,19.3,99,111,0.0,0.3,0.3,.032,-1.9,-1.8,-3.7,-0.2,SFSGPG,Right,6.416666666666667,194.0,University of Kentucky,13,10,/players/a/anderde01.html
2010-11,21,SAS,NBA,James Anderson,26,2,286,8.5,.568,.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,102,110,0.1,0.2,0.3,.051,-1.9,-1.5,-3.4,-0.1,SFSG,Right,6.5,213.0,Oklahoma State University,20,0,/players/a/anderja01.html
2011-12,22,SAS,NBA,James Anderson,51,2,603,8.8,.391,.299,3.1,11.8,7.5,9.6,0.7,0.2,13.2,17.2,97,107,0.1,0.4,0.5,.040,-2.2,-1.4,-3.6,-0.2,SFSG,Right,6.5,213.0,Oklahoma State University,20,1,/players/a/anderja01.html
2012-13,23,TOT,NBA,James Anderson,39,2,401,13.9,.476,.222,5.2,15.0,10.2,15.8,1.9,0.9,15.3,18.0,107,105,0.4,0.4,0.9,.106,-0.1,0.0,-0.1,0.2,SFSG,Right,6.5,213.0,Oklahoma State University,20,2,/players/a/anderja01.html
2013-14,24,PHI,NBA,James Anderson,80,62,2309,10.9,.490,.148,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,102,112,0.9,0.9,1.9,.039,-1.2,-1.3,-2.5,-0.3,SFSG,Right,6.5,213.0,Oklahoma State University,20,3,/players/a/anderja01.html
2015-16,26,SAC,NBA,James Anderson,51,15,721,6.0,.483,.163,2.0,10.9,6.5,7.7,1.4,1.6,18.0,13.7,87,111,-0.6,0.4,-0.3,-.017,-3.9,-0.3,-4.2,-0.4,SFSG,Right,6.5,213.0,Oklahoma State University,20,5,/players/a/anderja01.html
2015-16,22,DAL,NBA,Justin Anderson,55,9,647,12.3,.474,.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,103,104,0.3,0.8,1.1,.083,-2.5,1.3,-1.2,0.1,SF,Left,6.5,228.0,University of Virginia,21,0,/players/a/anderju01.html
2004-05,34,TOT,NBA,Kenny Anderson,43,20,743,10.1,.065,.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,96,112,-0.1,0.3,0.2,.011,-2.9,-1.5,-4.4,-0.4,PG,Left,6.0,168.0,Georgia Institute of Technology,2,13,/players/a/anderke01.html
2014-15,21,SAS,NBA,Kyle Anderson,33,8,358,8.2,.124,.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,87,100,-0.3,0.6,0.3,.044,-5.2,2.4,-2.7,-0.1,SFSG,Right,6.75,230.0,"University of California, Los Angeles",30,0,/players/a/anderky01.html
2015-16,22,SAS,NBA,Kyle Anderson,78,11,1245,12.9,.125,.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,104,97,0.7,2.8,3.5,.133,-1.9,3.7,1.8,1.2,SFSG,Right,6.75,230.0,"University of California, Los Angeles",30,1,/players/a/anderky01.html
2008-09,20,NJN,NBA,Ryan Anderson,66,30,1312,13.6,.464,.285,9.3,19.0,14.1,6.4,1.8,1.2,12.1,18.6,108,109,1.3,1.2,2.5,.090,-0.1,-1.0,-1.1,0.3,PF,Right,6.083333333333333,240.0,University of California,21,0,/players/a/anderry01.html
2009-10,21,ORL,NBA,Ryan Anderson,63,6,911,18.1,.544,.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,112,103,1.7,1.4,3.1,.161,2.3,-1.0,1.3,0.8,PF,Right,6.083333333333333,240.0,University of California,21,1,/players/a/anderry01.html
2010-11,22,ORL,NBA,Ryan Anderson,64,14,1424,19.0,.650,.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,122,102,4.0,2.5,6.4,.216,4.1,0.2,4.4,2.3,PF,Right,6.083333333333333,240.0,University of California,21,2,/players/a/anderry01.html
2011-12,23,ORL,NBA,Ryan Anderson,61,61,1964,21.2,.557,.226,13.0,14.7,13.8,5.1,1.4,1.0,6.4,21.2,124,105,7.0,1.9,8.9,.219,5.9,-1.3,4.6,3.3,PF,Right,6.083333333333333,240.0,University of California,21,3,/players/a/anderry01.html
2012-13,24,NOH,NBA,Ryan Anderson,81,22,2503,18.1,.500,.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,114,112,5.7,0.8,6.5,.125,4.1,-2.9,1.3,2.1,PF,Right,6.083333333333333,240.0,University of California,21,4,/players/a/anderry01.html
2013-14,25,NOP,NBA,Ryan Anderson,22,14,795,18.8,.463,.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,120,115,2.2,0.1,2.3,.138,4.3,-4.5,-0.1,0.4,PF,Right,6.083333333333333,240.0,University of California,21,5,/players/a/anderry01.html
2014-15,26,NOP,NBA,Ryan Anderson,61,5,1675,15.6,.492,.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,109,110,2.6,0.9,3.5,.100,2.0,-3.1,-1.1,0.4,PF,Right,6.083333333333333,240.0,University of California,21,6,/players/a/anderry01.html
2015-16,27,NOP,NBA,Ryan Anderson,66,7,2008,17.2,.385,.245,7.0,15.2,10.9,6.1,0.9,1.0,8.0,24.7,108,112,3.1,0.8,3.9,.092,1.5,-2.9,-1.4,0.3,PF,Right,6.083333333333333,240.0,University of California,21,7,/players/a/anderry01.html
2004-05,31,TOT,NBA,Shandon Anderson,66,5,1171,9.0,.134,.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,103,103,0.5,1.6,2.1,.085,-2.5,1.4,-1.0,0.3,SFSG,Right,6.5,208.0,University of Georgia,54,8,/players/a/andersh01.html
2005-06,32,MIA,NBA,Shandon Anderson,48,1,638,6.2,.151,.143,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,95,106,-0.1,0.7,0.5,.039,-3.7,0.4,-3.3,-0.2,SFSG,Right,6.5,208.0,University of Georgia,54,9,/players/a/andersh01.html
2005-06,19,CLE,NBA,Martynas Andriuskevicius,6,0,9,15.5,.000,.000,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,64,78,0.0,0.0,0.0,.155,-6.8,6.8,0.1,0.0,C,Right,7.166666666666667,240.0,None,44,0,/players/a/andrima01.html
2013-14,19,MIL,NBA,Giannis Antetokounmpo,77,23,1897,10.8,.282,.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,99,110,0.1,1.1,1.2,.031,-2.5,0.7,-1.8,0.1,PGSFSG,Right,6.083333333333333,222.0,None,15,0,/players/a/antetgi01.html
2014-15,20,MIL,NBA,Giannis Antetokounmpo,81,71,2541,14.8,.056,.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,105,101,2.2,4.0,6.2,.117,-1.7,2.1,0.5,1.6,PGSFSG,Right,6.083333333333333,222.0,None,15,1,/players/a/antetgi01.html
2015-16,21,MIL,NBA,Giannis Antetokounmpo,80,79,2823,18.8,.108,.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,109,106,4.2,2.9,7.1,.121,1.0,1.5,2.4,3.2,PGSFSG,Right,6.083333333333333,222.0,None,15,2,/players/a/antetgi01.html
2015-16,23,NYK,NBA,Thanasis Antetokounmpo,2,0,6,32.9,.250,.000,0.0,17.9,9.1,0.0,0.0,0.0,0.0,30.2,140,110,0.0,0.0,0.0,.291,6.3,-10.5,-4.1,0.0,SF,Right,6.583333333333333,205.0,None,51,0,/players/a/antetth01.html
2004-05,20,DEN,NBA,Carmelo Anthony,75,75,2608,16.7,.128,.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,103,107,2.3,2.6,4.9,.090,0.1,-1.3,-1.2,0.5,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,1,/players/a/anthoca01.html
2005-06,21,DEN,NBA,Carmelo Anthony,80,80,2941,22.0,.097,.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,110,108,6.8,2.6,9.4,.153,3.0,-1.6,1.5,2.6,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,2,/players/a/anthoca01.html
2006-07,22,DEN,NBA,Carmelo Anthony,65,65,2486,22.1,.103,.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,109,108,5.2,2.1,7.3,.140,3.1,-1.1,2.0,2.5,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,3,/players/a/anthoca01.html
2007-08,23,DEN,NBA,Carmelo Anthony,77,77,2806,21.1,.111,.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,109,107,5.2,3.0,8.2,.140,2.2,-0.6,1.6,2.6,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,4,/players/a/anthoca01.html
